2025-12-21T23:26:27,016 [main] INFO  org.apache.spark.deploy.master.Master [] - Started daemon with process name: 43@1bde61be40a8
2025-12-21T23:26:27,028 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for TERM
2025-12-21T23:26:27,029 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for HUP
2025-12-21T23:26:27,030 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for INT
2025-12-21T23:26:27,067 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Started daemon with process name: 41@1b3c1c32cfa1
2025-12-21T23:26:27,078 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for TERM
2025-12-21T23:26:27,080 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for HUP
2025-12-21T23:26:27,081 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for INT
2025-12-21T23:26:27,090 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Started daemon with process name: 41@3f9623515a95
2025-12-21T23:26:27,102 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for TERM
2025-12-21T23:26:27,104 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for HUP
2025-12-21T23:26:27,104 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for INT
2025-12-21T23:26:27,109 [main] INFO  org.apache.spark.deploy.worker.Worker [] - Started daemon with process name: 41@6cc12a12e10d
2025-12-21T23:26:27,122 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for TERM
2025-12-21T23:26:27,123 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for HUP
2025-12-21T23:26:27,124 [main] INFO  org.apache.spark.util.SignalUtils [] - Registering signal handler for INT
2025-12-21T23:26:27,298 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls to: spark
2025-12-21T23:26:27,300 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls to: spark
2025-12-21T23:26:27,301 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls groups to: 
2025-12-21T23:26:27,303 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls groups to: 
2025-12-21T23:26:27,304 [main] INFO  org.apache.spark.SecurityManager [] - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-12-21T23:26:27,349 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls to: spark
2025-12-21T23:26:27,350 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls to: spark
2025-12-21T23:26:27,351 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls groups to: 
2025-12-21T23:26:27,354 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls groups to: 
2025-12-21T23:26:27,355 [main] INFO  org.apache.spark.SecurityManager [] - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: spark; groups with view permissions: EMPTY; users with modify permissions: spark; groups with modify permissions: EMPTY
2025-12-21T23:26:27,369 [main] INFO  org.apache.spark.SecurityManager [] - Changing view acls to: spark
2025-12-21T23:26:27,370 [main] INFO  org.apache.spark.SecurityManager [] - Changing modify acls to: spark
